,Translation_error,Orientation_error,est_lat,est_lon,gt_lat,gt_lon
96,1.7489480426438648,1.4873281326003873,38.75084786983703,23.396102705037293,38.7508633,23.3961012
97,1.5584560148992677,1.410143844446683,38.7509021466705,23.39597451885954,38.7509107,23.3959884
98,3.0738658658292652,1.4213346116456735,38.75091224221749,23.39594611686821,38.7509104,23.3959813
99,1.3066070249952135,1.6495758295689666,38.75089444726643,23.395925805694713,38.7508881,23.3959384
100,1.0389198587059847,1.745272324098846,38.7508511323819,23.395807004747184,38.750842,23.3958092
101,1.2034938900294134,1.9796762100176115,38.75078546947387,23.39561111169346,38.7507757,23.3956117
102,2.666359363724561,2.0619365651475254,38.750745867909416,23.3954909888544,38.7507451,23.3955205
103,3.807854442020813,2.0248135160966214,38.75074766111806,23.395498512370693,38.7507494,23.3955413
104,4.0401899537710335,1.538642190847843,38.75071939800084,23.39554016125614,38.7507122,23.3955849
105,4.9502664650713015,1.5508590781171132,38.750635522326505,23.39561052577294,38.7506179,23.3956622
106,5.344585915606096,1.5356054047835266,38.75051003686005,23.395711569470787,38.7504882,23.3957659
107,5.025863148234866,1.5226635841209917,38.75039517431519,23.39580486931632,38.7503761,23.3958569
108,5.15633162337451,1.553912336878528,38.75028441497681,23.395893170019583,38.7502651,23.3959467
109,6.205356495719949,1.5906594490039117,38.75017826589419,23.395979145694877,38.7501498,23.3960402
110,3.5152817936014147,1.5600205590159766,38.75008453705879,23.396059640653515,38.7500819,23.3960995
111,2.5875715037209877,1.525633821369129,38.750084292532776,23.39605994153649,38.7500918,23.3960875
112,2.3545916021635818,2.1524346608712004,38.750049326835104,23.396012454031805,38.750043,23.3960367
113,2.6201071226572905,2.309170237184508,38.749957895465485,23.39594868740948,38.7499462,23.3959715
114,3.0203783235705295,2.5447420559706373,38.749795204325736,23.395844960477184,38.7497799,23.3958658
115,3.5222798022171413,2.8582604184966858,38.74962446974143,23.39573001752046,38.7496238,23.3957599
116,4.590646905158926,2.6650645810122557,38.74960161411109,23.39571529686485,38.7496165,23.3957556
117,3.893568926761349,2.8373154527986792,38.749596501905906,23.395717355630815,38.7495974,23.3957504
118,3.945270156509053,2.957103658557631,38.749530204326305,23.395684976006066,38.7495252,23.3957153
119,4.279562240397735,3.268503382568774,38.749439414996495,23.395639525369614,38.7494275,23.3956663
120,4.8487944304577955,3.580104365543974,38.749319368482325,23.395581584223287,38.7493198,23.3956147
121,6.042647285485967,3.560382041520917,38.749276477512936,23.395561761299913,38.7492987,23.3956041
122,5.356096035924411,3.615585822137174,38.74925812456652,23.395559894667084,38.7492592,23.3955964
123,5.876204903785055,3.877065883038231,38.749141801761944,23.3955283215795,38.7491355,23.3955639
124,6.677510411572251,4.061367027744052,38.74900805086142,23.39549555396691,38.7490196,23.3955354
